eaId,commonName,position,archetype,chemstyle,height,weight,skillMoves,weakFoot,attributeAcceleration,attributeSprintSpeed,attributePositioning,attributeFinishing,attributeShotPower,attributeLongShots,attributeVolleys,attributePenalties,attributeVision,attributeCrossing,attributeFkAccuracy,attributeShortPassing,attributeLongPassing,attributeCurve,attributeAgility,attributeBalance,attributeReactions,attributeBallControl,attributeDribbling,attributeComposure,attributeInterceptions,attributeHeadingAccuracy,attributeDefensiveAwareness,attributeStandingTackle,attributeSlidingTackle,attributeJumping,attributeStamina,attributeStrength,attributeAggression,Finesse Shot,Chip Shot,Power Shot,Dead Ball,Power Header,Low Driven Shot,Incisive Pass,Pinged Pass,Long Ball Pass,Tiki Taka,Whipped Pass,Jockey,Block,Intercept,Anticipate,Slide Tackle,Bruiser,Technical,Rapid,Flair,First Touch,Trickster,Press Proven,Quick Step,Relentless,Trivela,Acrobatic,Long Throw,Aerial,accelerateType_EXPLOSIVE,accelerateType_MOSTLY_EXPLOSIVE,accelerateType_CONTROLLED_EXPLOSIVE,accelerateType_CONTROLLED,accelerateType_CONTROLLED_LENGTHY,accelerateType_MOSTLY_LENGTHY,accelerateType_LENGTHY,bodytype_Lean Medium,bodytype_Average Medium,bodytype_Stocky Medium,bodytype_Lean Tall,bodytype_Average Tall,bodytype_Stocky Tall,bodytype_Lean Short,bodytype_Average Short,bodytype_Stocky Short,bodytype_Unique,predicted_meta_rating
190871,Neymar Jr,CAM,classic_ten,none,175,68,5,5,93,91,89,88,85,82,92,93,86,82,88,86,81,87,90,90,90,93,94,92,37,63,35,32,29,72,73,52,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82.04104841679377
190871,Neymar Jr,CAM,classic_ten,engine,175,68,5,5,97,95,89,88,85,82,92,93,90,90,88,90,85,95,94,98,90,93,99,92,37,63,35,32,29,72,73,52,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86.18256192147942
190871,Neymar Jr,CAM,half_winger,none,175,68,5,5,93,91,89,88,85,82,92,93,86,82,88,86,81,87,90,90,90,93,94,92,37,63,35,32,29,72,73,52,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79.34390641165197
190871,Neymar Jr,CAM,half_winger,catalyst,175,68,5,5,99,99,89,88,85,82,92,93,86,94,96,90,89,91,90,90,90,93,94,92,37,63,35,32,29,72,73,52,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83.4860497277687
190871,Neymar Jr,RM,inside_forward,none,175,68,5,5,93,91,89,88,85,82,92,93,86,82,88,86,81,87,90,90,90,93,94,92,37,63,35,32,29,72,73,52,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85.40236418321777
190871,Neymar Jr,RM,inside_forward,finisher,175,68,5,5,93,91,97,99,89,82,99,97,86,82,88,86,81,87,98,94,90,93,99,92,37,63,35,32,29,72,73,52,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89.8937444372776
190871,Neymar Jr,CAM,playmaker,none,175,68,5,5,93,91,89,88,85,82,92,93,86,82,88,86,81,87,90,90,90,93,94,92,37,63,35,32,29,72,73,52,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80.75278756038911
190871,Neymar Jr,CAM,playmaker,deadeye,175,68,5,5,93,91,97,96,97,86,92,97,94,82,88,98,81,91,90,90,90,93,94,92,37,63,35,32,29,72,73,52,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84.83965853155829
190871,Neymar Jr,CAM,shadow_striker,none,175,68,5,5,93,91,89,88,85,82,92,93,86,82,88,86,81,87,90,90,90,93,94,92,37,63,35,32,29,72,73,52,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,84.58057248212639
190871,Neymar Jr,CAM,shadow_striker,deadeye,175,68,5,5,93,91,97,96,97,86,92,97,94,82,88,98,81,91,90,90,90,93,94,92,37,63,35,32,29,72,73,52,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88.8212774224854
